NaN,NaN,NaN,NaN,2.3126
NaN,NaN,0.99767,0.068151,2.271
NaN,NaN,0.99762,0.068981,2.2454
NaN,NaN,0.99773,0.067321,2.2272
NaN,NaN,0.99762,0.068981,2.2185
NaN,NaN,0.99762,0.068981,2.2049
NaN,NaN,0.99767,0.068151,2.2458
NaN,NaN,0.99756,0.069811,2.2611
NaN,NaN,0.99762,0.068981,2.27
NaN,NaN,0.99756,0.069811,2.2925
NaN,NaN,0.99756,0.069811,2.3077
NaN,NaN,0.9975,0.070641,2.314
NaN,NaN,0.9975,0.070641,2.3296
NaN,NaN,0.9975,0.070641,2.3387
NaN,NaN,0.99744,0.07147,2.3581
NaN,NaN,0.9975,0.070641,2.3634
NaN,NaN,0.99762,0.068981,2.3577
NaN,NaN,0.9975,0.070641,2.3368
NaN,NaN,0.99756,0.069811,2.3285
NaN,NaN,0.9975,0.070641,2.3306
NaN,NaN,0.99726,0.073959,2.3634
NaN,NaN,0.99714,0.075618,2.4043
NaN,NaN,0.99681,0.079764,2.9106
NaN,NaN,0.99695,0.078106,3.152
NaN,NaN,0.99688,0.078935,3.2265
NaN,NaN,0.99714,0.075618,3.1476
NaN,NaN,0.99732,0.073129,2.9604
NaN,NaN,0.9975,0.070641,2.5756
NaN,NaN,0.99767,0.068151,2.3524
NaN,NaN,0.99756,0.069811,2.2918
0.99255,0.12187,0.99756,0.069811,2.3048
0.99452,0.10453,0.99732,0.073129,2.4881
0.9954,0.095846,0.99714,0.075618,2.8459
0.99027,0.13917,0.99714,0.075618,2.9632
0.99027,0.13917,0.99714,0.075618,2.8731
0.99027,0.13917,0.99744,0.07147,2.7366
0.86163,0.50754,0.9975,0.070641,2.6525
0.99255,0.12187,0.99738,0.0723,2.7437
0.99692,0.078459,0.99726,0.073959,2.9486
0.99357,0.1132,0.99695,0.078106,3.0604
0.99619,0.087156,0.99675,0.080593,3.458
0.99255,0.12187,0.99626,0.086395,3.6968
0.99144,0.13053,0.9964,0.084738,3.6507
0.99905,-0.043619,0.99647,0.083909,3.5545
0.99144,0.13053,0.99647,0.083909,3.4639
0.99255,0.12187,0.99668,0.081422,3.345
0.99619,0.087156,0.99681,0.079764,3.1642
0.99357,0.1132,0.99695,0.078106,2.9832
0.99939,0.034899,0.99714,0.075618,2.9021
0.99255,0.12187,0.99732,0.073129,2.8269
0.99255,0.12187,0.99732,0.073129,2.7552
0.99255,0.12187,0.99738,0.0723,2.6601
0.99966,0.026177,0.99726,0.073959,2.6739
0.97237,0.23345,0.99707,0.076447,2.7267
NaN,NaN,0.99688,0.078935,2.8163
NaN,NaN,0.99695,0.078106,3.1031
NaN,NaN,0.99688,0.078935,3.196
0.99255,0.12187,0.99701,0.077276,3.1987
0.99027,0.13917,0.99701,0.077276,3.1699
0.99692,0.078459,0.99688,0.078935,3.0911
0.99255,0.12187,0.99681,0.079764,3.0798
0.99966,-0.026177,0.99661,0.082251,3.1259
0.99144,0.13053,0.99668,0.081422,3.1944
0.99255,0.12187,0.99661,0.082251,3.3503
0.99905,0.043619,0.99688,0.078935,3.4073
0.99255,0.12187,0.99701,0.077276,3.3707
0.99027,0.13917,0.9972,0.074788,3.111
0.99863,0.052336,0.99732,0.073129,2.8719
0.99452,0.10453,0.99767,0.068151,2.6573
0.99756,0.069756,0.99795,0.064002,2.4012
0.98902,-0.14781,0.99831,0.05819,2.2449
1,-0,0.99858,0.053207,1.9507
0.99905,0.043619,0.99903,0.044069,1.7235
0.99863,0.052336,0.99942,0.034095,1.3717
0.99863,0.052336,0.99953,0.03077,0.7403
0.99813,0.061049,0.99973,0.023287,-0.054314
0.99905,0.043619,0.99985,0.017466,-0.40023
0.99939,0.034899,0.99991,0.013308,-0.9364
0.99863,0.052336,0.99996,0.0091492,-1.4536
0.86163,0.50754,0.99999,0.0041588,-1.5961
1,-0,0.99997,-0.0083175,-1.8405
0.99996,0.0087265,0.9998,-0.019961,-2.1306
0.97237,0.23345,0.9995,-0.031602,-3.916
NaN,NaN,0.9992,-0.039914,-4.765
1,-0,0.99888,-0.047392,-5.4201
0.99255,0.12187,0.99875,-0.049885,-5.8895
NaN,NaN,0.99884,-0.048223,-6.2053
NaN,NaN,0.99895,-0.045731,-6.2561
NaN,NaN,0.9991,-0.042407,-6.1272
NaN,NaN,0.99924,-0.039083,-5.9915
NaN,NaN,0.9993,-0.03742,-5.8384
NaN,NaN,0.99942,-0.034095,-5.41
NaN,NaN,0.9995,-0.031602,-5.2997
NaN,NaN,0.9996,-0.028276,-5.0595
NaN,NaN,0.99955,-0.029939,-4.8952
NaN,NaN,0.9996,-0.028276,-4.8453
NaN,NaN,0.99965,-0.026613,-4.8082
NaN,NaN,0.99967,-0.025782,-4.7563
NaN,NaN,0.9996,-0.028276,-4.6975
NaN,NaN,0.9996,-0.028276,-4.6368
NaN,NaN,0.99965,-0.026613,-4.7544
0.99985,0.017452,0.99965,-0.026613,-4.7176
0.99966,0.026177,0.99965,-0.026613,-4.6389
1,-0,0.99962,-0.027445,-4.7163
0.99985,0.017452,0.9995,-0.031602,-4.9665
0.99985,0.017452,0.99945,-0.033264,-5.1814
0.99996,-0.0087265,0.9995,-0.031602,-5.1765
0.99996,-0.0087265,0.9996,-0.028276,-5.1084
1,-0,0.99969,-0.02495,-4.9772
1,-0,0.99975,-0.022456,-4.6212
NaN,NaN,0.99973,-0.023287,-4.4813
NaN,NaN,0.99969,-0.02495,-4.3827
NaN,NaN,0.99965,-0.026613,-4.5516
0.99966,0.026177,0.99962,-0.027445,-4.6917
0.99985,0.017452,0.9996,-0.028276,-4.7419
0.9954,0.095846,0.99965,-0.026613,-4.7375
1,-0,0.99962,-0.027445,-4.7088
0.99985,0.017452,0.99965,-0.026613,-4.7036
0.99996,0.0087265,0.9996,-0.028276,-4.7431
0.99985,0.017452,0.99962,-0.027445,-4.7897
0.99996,0.0087265,0.99965,-0.026613,-4.8226
0.99996,0.0087265,0.99965,-0.026613,-4.8283
1,-0,0.99971,-0.024119,-4.7902
0.99985,-0.017452,0.99973,-0.023287,-4.7378
0.99985,0.017452,0.99971,-0.024119,-4.6834
0.99985,0.017452,0.99973,-0.023287,-4.6576
1,-0,0.99967,-0.025782,-4.5849
0.99996,0.0087265,0.99962,-0.027445,-4.5319
0.99966,0.026177,0.99965,-0.026613,-4.6007
1,-0,0.99969,-0.02495,-4.7278
0.99985,0.017452,0.99973,-0.023287,-4.7671
0.99985,0.017452,0.99975,-0.022456,-4.6091
0.99996,0.0087265,0.9998,-0.019961,-4.3991
0.86163,0.50754,0.99982,-0.019129,-4.2602
NaN,NaN,0.99985,-0.017466,-4.2001
NaN,NaN,0.9999,-0.014139,-4.1415
NaN,NaN,0.99993,-0.011644,-3.9633
NaN,NaN,0.99992,-0.012476,-3.7311
NaN,NaN,0.99993,-0.011644,-3.5133
NaN,NaN,0.99997,-0.0083175,-3.3851
NaN,NaN,0.99997,-0.0083175,-3.3325
NaN,NaN,0.99998,-0.0058223,-3.2824
NaN,NaN,0.99998,-0.006654,-3.1621
NaN,NaN,0.99998,-0.0058223,-3.15
NaN,NaN,0.99999,-0.0049905,-3.0744
