NaN,NaN,0.99999,-0.0049905,-3.0636
0.99939,0.034899,0.99999,-0.0041588,-3.0133
0.99966,0.026177,1,-0.00083176,-2.9647
0.99996,0.0087265,0.99999,0.003327,-2.8979
0.99939,0.034899,0.99998,0.0058223,-2.637
0.99905,0.043619,0.99997,0.0074858,-2.5007
0.99939,0.034899,0.9999,0.014139,-2.1551
0.99985,0.017452,0.99989,0.014971,-1.881
0.99813,0.061049,0.99982,0.019129,-1.4443
0.99939,0.034899,0.99971,0.024119,-1.0534
0.99692,0.078459,0.9996,0.028276,-0.77459
0.99692,0.078459,0.99942,0.034095,-0.60763
0.99863,0.052336,0.99924,0.039083,-0.2377
0.9954,0.095846,0.99903,0.044069,0.15657
0.9954,0.095846,0.9937,-0.11205,0.52793
0.9954,0.095846,0.99871,0.050716,0.86958
0.99905,0.043619,0.99816,0.060681,1.0499
0.99985,0.017452,0.99773,0.067321,1.9212
0.99452,0.10453,0.9975,0.070641,2.1439
1,-0,0.99726,0.073959,2.5378
1,-0,0.99726,0.073959,2.8496
0.99255,0.12187,0.99701,0.077276,3.0671
0.99357,0.1132,0.99668,0.081422,3.2659
0.99905,0.043619,0.99612,0.088052,3.5299
0.98481,0.17365,0.99589,0.090538,3.6959
0.90259,0.43051,0.99582,0.091366,3.8557
0.98769,0.15643,0.99566,0.093022,4.0084
0.98769,0.15643,0.99551,0.094678,4.2366
0.99813,0.061049,0.99535,0.096334,4.4271
0.99144,0.13053,0.99543,0.095506,4.5546
0.99027,0.13917,0.99519,0.09799,4.6708
0.99027,0.13917,0.99527,0.097162,4.7581
0.99027,0.13917,0.99527,0.097162,4.7696
0.98769,0.15643,0.99519,0.09799,4.7713
0.98629,0.16505,0.99511,0.098818,4.7979
0.98769,0.15643,0.99502,0.099645,4.8743
0.98902,0.14781,0.99477,0.10213,4.9904
NaN,NaN,0.99451,0.10461,5.1522
NaN,NaN,0.99407,0.10874,5.3667
0.98629,0.16505,0.9938,0.11123,5.4953
0.98481,0.17365,0.99361,0.11288,5.7431
0.98481,0.17365,0.99332,0.11536,5.9308
0.9763,0.21644,0.99351,0.1137,6.0448
0.98163,0.19081,0.99332,0.11536,6.1042
0.99863,0.052336,0.99342,0.11453,6.0908
0.98902,0.14781,0.99342,0.11453,6.0701
0.98325,0.18224,0.99351,0.1137,6.0283
0.98325,0.18224,0.99361,0.11288,5.9821
0.98481,0.17365,0.99351,0.1137,5.9706
0.98902,0.14781,0.99361,0.11288,5.942
0.98481,0.17365,0.99351,0.1137,5.9078
0.94264,0.33381,0.9937,0.11205,5.8843
0.98163,0.19081,0.9938,0.11123,5.8732
0.98325,0.18224,0.9938,0.11123,5.8978
0.98325,0.18224,0.99389,0.1104,5.9094
0.98902,0.14781,0.99416,0.10792,5.8969
0.99144,0.13053,0.99416,0.10792,5.7612
0.98769,0.15643,0.99407,0.10874,5.6013
0.99027,0.13917,0.99434,0.10626,5.54
0.99027,0.13917,0.99434,0.10626,5.4876
0.99692,0.078459,0.99451,0.10461,5.4384
0.98629,0.16505,0.9946,0.10378,5.4054
0.99813,0.061049,0.99469,0.10296,5.3512
0.98629,0.16505,0.99469,0.10296,5.285
0.99813,0.061049,0.99477,0.10213,5.2301
0.99756,0.069756,0.99494,0.10047,5.1609
0.99027,0.13917,0.99519,0.09799,5.119
0.98629,0.16505,0.99551,0.094678,4.9028
0.99939,0.034899,0.99604,0.088881,4.4455
0.98902,0.14781,0.99647,0.083909,4.0155
0.9954,0.095846,0.99668,0.081422,3.6702
0.99027,0.13917,0.99668,0.081422,3.4589
0.99027,0.13917,0.99668,0.081422,3.4242
0.99255,0.12187,0.99668,0.081422,3.469
0.99357,0.1132,0.99668,0.081422,3.5633
0.99357,0.1132,0.99654,0.08308,3.6506
0.99452,0.10453,0.99668,0.081422,3.6878
0.99452,0.10453,0.99675,0.080593,3.6882
0.86163,0.50754,0.99688,0.078935,3.5191
0.89879,0.43837,0.99681,0.079764,3.4382
0.99357,0.1132,0.99681,0.079764,3.3256
0.99452,0.10453,0.99688,0.078935,3.2824
0.99996,-0.0087265,0.99695,0.078106,3.2681
0.99692,0.078459,0.99701,0.077276,3.2256
0.9954,-0.095846,0.99707,0.076447,3.1428
0.99985,0.017452,0.99714,0.075618,3.0278
0.9954,0.095846,0.99726,0.073959,2.9329
0.99144,0.13053,0.99738,0.0723,2.8451
0.99452,0.10453,0.99762,0.068981,2.6687
0.99619,0.087156,0.99784,0.065662,2.5812
0.99357,0.1132,0.99795,0.064002,2.4882
0.99996,-0.0087265,0.99795,0.064002,2.2888
0.99985,0.017452,0.99784,0.065662,2.1415
0.99996,0.0087265,0.99767,0.068151,2.1387
0.86163,-0.50754,0.99738,0.0723,2.3211
NaN,NaN,0.99714,0.075618,2.6054
NaN,NaN,0.99701,0.077276,2.9016
NaN,NaN,0.99668,0.081422,3.0531
NaN,NaN,0.99566,0.093022,3.2099
NaN,NaN,0.99494,0.10047,4.0338
NaN,NaN,0.99284,0.11949,4.7485
NaN,NaN,0.99071,0.13599,5.7511
NaN,NaN,0.98856,0.1508,6.3234
NaN,NaN,0.98701,0.16066,6.9148
NaN,NaN,0.98633,0.16477,8.553
NaN,NaN,0.98564,0.16887,8.9033
NaN,NaN,0.98507,0.17214,9.9943
NaN,NaN,0.98578,0.16805,10.205
NaN,NaN,0.98633,0.16477,10.212
0.99813,0.061049,0.98741,0.1582,10.156
0.97437,0.22495,0.98831,0.15245,9.6775
0.97992,0.19937,0.98967,0.1434,9.4833
0.97815,0.20791,0.99071,0.13599,9.2709
0.98325,0.18224,0.99181,0.12774,9.0488
0.98325,0.18224,0.99351,0.1137,7.4982
0.98325,0.18224,0.9937,0.11205,6.8348
0.98902,0.14781,0.99434,0.10626,6.533
0.98769,0.15643,0.99477,0.10213,6.259
0.98902,0.14781,0.99502,0.099645,5.6513
0.98769,0.15643,0.99511,0.098818,5.3507
0.98629,0.16505,0.99511,0.098818,5.2427
0.98769,0.15643,0.99502,0.099645,5.1479
0.98629,0.16505,0.99519,0.09799,5.1561
0.9954,-0.095846,0.99519,0.09799,5.1418
0.98769,0.15643,0.99535,0.096334,5.1269
0.99692,0.078459,0.99535,0.096334,5.1042
0.98769,0.15643,0.99589,0.090538,5.004
0.99027,0.13917,0.99619,0.087224,4.7395
0.99027,0.13917,0.99688,0.078935,4.4005
0.99985,0.017452,0.99744,0.07147,4.1934
0.9954,0.095846,0.99779,0.066492,3.4811
0.9954,0.095846,0.99805,0.062341,3.2377
0.99255,0.12187,0.99826,0.059021,2.5983
0.9954,0.095846,0.99835,0.05736,2.4168
0.9954,0.095846,0.99826,0.059021,2.1645
0.99357,0.1132,0.99811,0.061511,2.1432
0.99255,0.12187,0.99773,0.067321,2.3153
0.99452,0.10453,0.9972,0.074788,2.6478
0.99996,0.0087265,0.99633,0.085566,2.8862
0.99027,0.13917,0.99589,0.090538,3.1846
0.99756,0.069756,0.99389,0.1104,3.5298
0.98481,0.17365,0.99223,0.12444,5.6965
0.98163,0.19081,0.9906,0.13681,6.7596
0.9763,0.21644,0.98856,0.1508,7.28
0.99255,-0.12187,0.98701,0.16066,8.2945
0.99027,0.13917,0.98578,0.16805,9.2123
0.96593,0.25882,0.98564,0.16887,9.5934
0.97815,0.20791,0.9855,0.16969,9.9063
0.97815,0.20791,0.98564,0.16887,10.299
0.97437,0.22495,0.98647,0.16394,10.451
0.97815,0.20791,0.98701,0.16066,10.25
0.98325,0.18224,0.9878,0.15573,9.9512
0.97815,0.20791,0.98844,0.15162,9.5349
0.9763,0.21644,0.98906,0.14751,9.2233
0.9763,0.21644,0.99014,0.1401,9.0444
0.9954,0.095846,0.9906,0.13681,8.5691
0.99939,0.034899,0.9917,0.12857,7.8746
0.98163,0.19081,0.99223,0.12444,7.6865
0.98902,0.14781,0.99284,0.11949,7.18
0.98163,0.19081,0.99323,0.11618,6.9039
0.98163,0.19081,0.99332,0.11536,6.636
0.98163,0.19081,0.99342,0.11453,6.5096
0.94552,0.32557,0.99342,0.11453,6.3264
NaN,NaN,0.99342,0.11453,6.2607
NaN,NaN,0.99361,0.11288,6.2412
NaN,NaN,0.99361,0.11288,6.2192
NaN,NaN,0.99389,0.1104,6.078
NaN,NaN,0.99407,0.10874,6.013
NaN,NaN,0.99434,0.10626,5.8611
NaN,NaN,0.9946,0.10378,5.7641
NaN,NaN,0.99477,0.10213,5.4832
NaN,NaN,0.99494,0.10047,5.3458
NaN,NaN,0.99494,0.10047,5.2211
NaN,NaN,0.99519,0.09799,5.1521
NaN,NaN,0.99527,0.097162,5.102
0.98769,0.15643,0.99519,0.09799,5.0565
0.99027,0.13917,0.99551,0.094678,5.0108
0.98902,0.14781,0.99559,0.09385,4.8383
0.98769,0.15643,0.99559,0.09385,4.7745
0.99452,0.10453,0.99582,0.091366,4.6484
0.99027,0.13917,0.99597,0.089709,4.6083
0.99452,0.10453,0.99604,0.088881,4.5346
0.98769,0.15643,0.8931,-0.44987,4.4382
0.99027,0.13917,0.99626,0.086395,4.3695
0.99144,0.13053,0.99647,0.083909,4.2208
0.99966,0.026177,0.99661,0.082251,4.1311
0.99027,0.13917,0.99668,0.081422,4.0615
0.99619,0.087156,0.99688,0.078935,3.9722
0.95106,-0.30902,0.99695,0.078106,3.912
0.99452,0.10453,0.99701,0.077276,3.8462
0.99905,0.043619,0.99732,0.073129,3.6019
0.99255,0.12187,0.99732,0.073129,3.4802
0.99357,0.1132,0.99744,0.07147,3.3513
0.99144,0.13053,0.99767,0.068151,3.2083
0.99144,0.13053,0.99773,0.067321,3.0628
0.9954,0.095846,0.99795,0.064002,2.9062
0.99939,0.034899,0.99821,0.059851,2.8179
0.99692,0.078459,0.99831,0.05819,2.7238
0.9954,0.095846,0.99845,0.055699,2.4937
0.9954,0.095846,0.99854,0.054038,2.1705
0.99619,0.087156,0.99849,0.054868,2.0536
0.99357,0.1132,0.99845,0.055699,2.0059
0.9954,0.095846,0.9984,0.056529,1.9768
0.99985,0.017452,0.99845,0.055699,1.9883
0.99255,0.12187,0.9984,0.056529,1.9948
0.99255,0.12187,0.99845,0.055699,2.0272
0.99452,0.10453,0.99835,0.05736,2.0467
0.99619,0.087156,0.99831,0.05819,2.1129
0.99452,0.10453,0.99826,0.059021,2.118
0.99027,0.13917,0.99826,0.059021,2.1345
0.99357,0.1132,0.99826,0.059021,2.1247
0.99255,0.12187,0.99845,0.055699,2.0937
0.99255,0.12187,0.99845,0.055699,2.038
0.99966,0.026177,0.9984,0.056529,1.9592
0.99452,0.10453,0.99854,0.054038,1.9091
0.99357,0.1132,0.99849,0.054868,1.8681
0.99692,0.078459,0.99854,0.054038,1.8619
0.9954,0.095846,0.99854,0.054038,1.8539
0.99357,0.1132,0.99854,0.054038,1.8469
0.99756,0.069756,0.99854,0.054038,1.8368
0.99813,0.061049,0.99854,0.054038,1.8383
0.99985,0.017452,0.99845,0.055699,1.8868
0.9954,0.095846,0.99849,0.054868,1.9422
0.99619,0.087156,0.99831,0.05819,2.0441
0.99452,0.10453,0.99835,0.05736,2.0821
0.99255,0.12187,0.99826,0.059021,2.122
NaN,NaN,0.99835,0.05736,2.2016
NaN,NaN,0.99831,0.05819,2.2122
NaN,NaN,0.99835,0.05736,2.1905
NaN,NaN,0.99835,0.05736,2.123
NaN,NaN,0.99845,0.055699,2.0877
NaN,NaN,0.9984,0.056529,2.0688
NaN,NaN,0.9984,0.056529,2.0604
NaN,NaN,0.99835,0.05736,2.0509
NaN,NaN,0.99831,0.05819,2.1027
NaN,NaN,0.99831,0.05819,2.143
NaN,NaN,0.99826,0.059021,2.1708
NaN,NaN,0.99831,0.05819,2.1748
NaN,NaN,0.99835,0.05736,2.1579
0.99452,0.10453,0.9984,0.056529,2.1408
0.99357,0.1132,0.9984,0.056529,2.0989
0.9954,0.095846,0.99845,0.055699,2.0652
0.99357,0.1132,0.99849,0.054868,2.0299
0.9954,0.095846,0.99854,0.054038,1.9532
1,-0,0.99845,0.055699,1.9748
0.99452,0.10453,0.9984,0.056529,2.0951
0.99357,0.1132,0.9984,0.056529,2.1298
0.99905,0.043619,0.99831,0.05819,2.1925
0.99357,0.1132,0.99816,0.060681,2.281
0.99255,0.12187,0.99826,0.059021,2.3044
0.99813,0.061049,0.99816,0.060681,2.3371
0.99966,0.026177,0.99816,0.060681,2.3525
0.99813,0.061049,0.99811,0.061511,2.371
0.99255,0.12187,0.99816,0.060681,2.4022
0.99144,0.13053,0.99805,0.062341,2.4206
0.99619,0.087156,0.99795,0.064002,2.4648
0.99357,0.1132,0.99784,0.065662,2.5661
0.99144,0.13053,0.99773,0.067321,2.6212
0.99966,0.026177,0.99762,0.068981,2.7472
0.86163,-0.50754,0.99744,0.07147,2.8317
0.99619,0.087156,0.99732,0.073129,3.0546
0.99692,0.078459,0.99744,0.07147,3.2536
0.99985,0.017452,0.99767,0.068151,3.3303
0.9954,0.095846,0.99773,0.067321,3.3157
NaN,NaN,0.99784,0.065662,3.1307
NaN,NaN,0.99821,0.059851,2.8983
0.99357,0.1132,0.9984,0.056529,2.4509
0.99813,0.061049,0.99858,0.053207,2.3005
0.99357,0.1132,0.99871,0.050716,2.1554
0.99452,0.10453,0.99875,0.049885,1.7823
0.99813,0.061049,0.9988,0.049054,1.6937
0.99619,0.087156,0.99871,0.050716,1.5826
0.86163,-0.50754,0.99863,0.052377,1.5782
0.99813,0.061049,0.99849,0.054868,1.7349
0.9954,0.095846,0.99831,0.05819,1.8323
0.99863,0.052336,0.99811,0.061511,1.9468
0.99255,0.12187,0.99811,0.061511,2.2401
1,-0,0.99795,0.064002,2.3987
0.99863,0.052336,0.99795,0.064002,2.5467
0.99619,0.087156,0.9979,0.064832,2.6042
0.99357,0.1132,0.998,0.063172,2.6748
0.99863,0.052336,0.99816,0.060681,2.5806
0.99692,0.078459,0.99826,0.059021,2.5141
0.99756,0.069756,0.9984,0.056529,2.4303
0.99452,0.10453,0.99845,0.055699,2.2512
0.99863,0.052336,0.99858,0.053207,2.1039
0.99905,0.043619,0.99867,0.051546,1.9594
0.99813,0.061049,0.9988,0.049054,1.7056
0.99357,0.1132,0.99884,0.048223,1.6349
0.99357,0.1132,0.99888,0.047392,1.4941
0.99756,0.069756,0.99884,0.048223,1.4595
0.87882,0.47716,0.9988,0.049054,1.4731
0.98769,-0.15643,0.99871,0.050716,1.516
0.99905,0.043619,0.9988,0.049054,1.5617
0.9954,0.095846,0.99867,0.051546,1.6093
0.99619,0.087156,0.99867,0.051546,1.6448
0.99357,0.1132,0.99867,0.051546,1.6826
0.99357,0.1132,0.99863,0.052377,1.6938
0.99255,0.12187,0.99858,0.053207,1.6997
0.86163,-0.50754,0.99867,0.051546,1.6902
NaN,NaN,0.99863,0.052377,1.6762
NaN,NaN,0.99867,0.051546,1.674
NaN,NaN,0.99871,0.050716,1.6647
NaN,NaN,0.99871,0.050716,1.6359
NaN,NaN,0.99858,0.053207,1.628
